document_id	token	tf_idf
67068	10000	1.6681195600536822
67068	1980	1.8142475957319202
67068	1990	1.471824914909714
67068	1992	1.7350663496842953
67068	2009	2.515890189929266
67068	230	2.2121876044039577
67068	27	1.471824914909714
67068	65	1.6681195600536822
67068	abord	1.3992742477611022
67068	aboutir	1.1152775913959014
67068	acoustique	3.3362391201073645
67068	acoustooptiqu	2.513217600067939
67068	adjoint	2.0360963453482768
67068	aerospatial	2.513217600067939
67068	ailleurs	0.9004337433482035
67068	aime	2.513217600067939
67068	ainsi	0.8143497305681611
67068	ajouter	0.9004337433482035
67068	aller	0.3861128017031314
67068	alors	3.0374295335817716
67068	amuser	2.513217600067939
67068	amusezvou	5.026435200135878
67068	an	0.4487596108410205
67068	année	0.3578815626028772
67068	application	1.2763126733524779
67068	arnaud	1.8142475957319202
67068	atil	1.471824914909714
67068	attribuer	1.7350663496842953
67068	au	0.18890547524573373
67068	audelà	2.072192690696553
67068	aujourd	0.3926436688620891
67068	auraitil	2.513217600067939
67068	aussi	1.4482559611886403
67068	autant	0.49618426076915867
67068	autour	0.5589750906286142
67068	autre	1.3718235386919264
67068	auxquels	1.23446399911511
67068	avec	0.5834467161676802
67068	aventure	1.282768678689665
67068	avoir	0.8853712533431468
67068	avril	1.1707949192457328
67068	aéronautique	1.133006358356333
67068	bel	5.597096991044409
67068	bien	0.6211229973774586
67068	biologie	1.257945094964633
67068	biomédical	2.513217600067939
67068	boutade	2.513217600067939
67068	brûler	2.2121876044039577
67068	c	1.003066041350038
67068	carminatti	2.513217600067939
67068	carrière	1.257945094964633
67068	ce	0.01601086906877497
67068	celer	0.6047325811892893
67068	celleci	0.6807086873617026
67068	celui	1.009234856612043
67068	centaine	1.0218559062336663
67068	certain	0.5447346515140039
67068	champ	1.23446399911511
67068	chance	1.6681195600536822
67068	charpak	7.539652800203816
67068	chercher	1.257945094964633
67068	chercheur	2.5607440137078195
67068	chimie	2.1016392043379657
67068	chronologie	2.2121876044039577
67068	clé	2.943649829819428
67068	cnrs	1.6112948479400053
67068	cnrsespci	1.9111576087399766
67068	coeur	1.5146854887908952
67068	collaborateur	1.6101276130759954
67068	comme	1.1208859587031406
67068	commencer	0.7350663496842954
67068	composant	1.133006358356333
67068	comprendre	0.7208259105696851
67068	compte	1.3873473290521408
67068	concept	3.5729949160020587
67068	conclutilphysique	2.513217600067939
67068	concrétiser	1.7350663496842953
67068	connaisseur	2.2121876044039577
67068	contrôle	1.098244252097121
67068	corps	4.415474744729142
67068	croire	1.3090976174120141
67068	création	3.601734973392814
67068	créer	2.070329621881556
67068	d	0.15328481321262788
67068	dans	0.39459688865625375
67068	dassault	2.2121876044039577
67068	de	0.0
67068	dernier	0.29837375202024113
67068	derrière	1.7350663496842953
67068	deux	0.29837375202024113
67068	dire	1.1179501812572283
67068	directeur	3.4683683226303517
67068	distinction	1.9111576087399766
67068	domaine	0.8753412773508165
67068	domotique	2.2121876044039577
67068	donc	0.4197959149057039
67068	donne	1.513217600067939
67068	dont	0.5304886674122647
67068	duflo	2.513217600067939
67068	dès	1.455775530114344
67068	déboucher	1.8142475957319202
67068	décerner	1.5589750906286142
67068	découvrir	2.800302010353387
67068	départ	1.6681195600536822
67068	département	3.454469292151038
67068	détruire	1.9111576087399766
67068	développer	0.7985484955222044
67068	développé	1.0508196021689828
67068	ecole	1.6284951914638404
67068	effet	1.348505364049031
67068	efficace	1.1909983053340196
67068	emblée	1.7350663496842953
67068	en	0.08055081195680254
67068	enclin	2.2121876044039577
67068	encore	1.4637352044095062
67068	endroit	5.44274278719576
67068	enregistrer	1.471824914909714
67068	enseignement	0.850459768386365
67068	enthousiasme	1.3371263410122578
67068	enthousiasmetil	2.0360963453482768
67068	entreprise	0.4304322297514889
67068	envoyer	1.5589750906286142
67068	espci	8.144385381393107
67068	esther	2.513217600067939
67068	et	0.0
67068	etc	1.513217600067939
67068	excellent	1.8142475957319202
67068	exemple	2.023105527992051
67068	fabriquer	1.212187604403958
67068	faire	0.6020599913279624
67068	falloir	0.7573427443954476
67068	fameu	1.6681195600536822
67068	fautil	1.513217600067939
67068	façon	1.682239484264443
67068	feu	1.9111576087399766
67068	filtre	1.9111576087399766
67068	fin	0.7423655884257948
67068	financer	1.008067621748033
67068	finir	1.3371263410122578
67068	fink	27.64539360074733
67068	focalisation	2.513217600067939
67068	focaliser	1.471824914909714
67068	focus	0.5541762077468454
67068	fois	0.5541762077468454
67068	fondamental	2.515890189929266
67068	français	0.5541762077468454
67068	françois	1.6101276130759954
67068	front	2.2121876044039577
67068	genevièv	2.2121876044039577
67068	genne	2.513217600067939
67068	george	2.2121876044039577
67068	georges	4.424375208807915
67068	grand	1.4808111992553759
67068	grâce	0.6498947399474831
67068	honorer	2.513217600067939
67068	hui	0.3926436688620891
67068	humain	2.4959290880770553
67068	humour	1.5589750906286142
67068	ici	0.9221529930414398
67068	idée	1.6284951914638404
67068	il	1.2793476401658246
67068	image	5.330297843628599
67068	imagerie	1.3992742477611022
67068	imageur	1.9111576087399766
67068	impérativemer	2.513217600067939
67068	incident	1.9111576087399766
67068	indiquetil	1.6681195600536822
67068	industrie	0.6936736645260704
67068	industriel	1.3021090620609426
67068	information	0.9334340034511289
67068	ingénieur	0.727887765057172
67068	innovant	0.8899683096700385
67068	innovation	1.0288676540189448
67068	innover	5.853974596228664
67068	institut	1.552747216411167
67068	instrument	1.3090976174120141
67068	intact	2.513217600067939
67068	intéresser	0.6936736645260704
67068	inverse	2.0360963453482768
67068	inverser	1.9111576087399766
67068	irm	2.0360963453482768
67068	isolé	1.5589750906286142
67068	j	1.151489764050346
67068	jacques	1.6681195600536822
67068	jamais	1.0218559062336663
67068	janvier	1.0360963453482765
67068	je	1.008067621748033
67068	jusqu	0.5354939947790912
67068	l	0.0
67068	laboratoire	1.505988131646129
67068	laisser	1.6101276130759954
67068	langevin	6.636562813211873
67068	le	0.0
67068	lewiner	2.513217600067939
67068	limiter	1.3090976174120141
67068	luire	2.272028233186343
67068	m	1.3090976174120141
67068	mais	1.2538325516875477
67068	marquer	1.6681195600536822
67068	mathia	27.64539360074733
67068	mener	0.5889383140060573
67068	mettre	0.44133559276181367
67068	microonde	2.2121876044039577
67068	milieu	1.0660595687257197
67068	militaroindustrielle	2.513217600067939
67068	ministre	1.3992742477611022
67068	miroir	2.0360963453482768
67068	mixte	1.0818538359089518
67068	moment	1.23446399911511
67068	mon	1.257945094964633
67068	montagn	2.0360963453482768
67068	multimédia	2.513217600067939
67068	multionde	2.513217600067939
67068	mur	1.9111576087399766
67068	médaille	1.6101276130759954
67068	médecine	1.5589750906286142
67068	métier	1.1152775913959014
67068	n	0.8680727080406284
67068	ne	0.3518495978329641
67068	nobel	1.6681195600536822
67068	nombre	0.8056474239700027
67068	notre	0.5687349279177704
67068	nous	0.9126254974629329
67068	nouveau	0.5354098645075783
67068	objet	0.8600050862925953
67068	observer	0.7423655884257948
67068	obtenir	0.7497896065050017
67068	occasion	0.6807086873617026
67068	oeuvre	1.0818538359089518
67068	on	0.8900634766435547
67068	onde	13.371263410122578
67068	optique	1.471824914909714
67068	original	3.2947327562913626
67068	origine	1.1152775913959014
67068	ou	1.012584848331457
67068	papier	2.2121876044039577
67068	par	0.30186814899020414
67068	parcourir	1.6101276130759954
67068	pari	1.2997894798949663
67068	parisdiderot	2.2121876044039577
67068	paristechupmcuniversité	2.513217600067939
67068	particularité	1.4340363540203143
67068	particulièrement	0.9111576087399766
67068	partir	0.8056474239700027
67068	parvenir	1.8668680069022578
67068	pas	1.0919954622376773
67068	passer	1.3487370186613674
67068	permettre	0.5729949160020592
